sep=,
Time:UnityTime, Time:FrameNum, E:Automatic__LeftPupil:Diameter, E:Automatic__RightPupil:Diameter, E:Automatic__LeftPupilNormPos:Point2D:X, E:Automatic__LeftPupilNormPos:Point2D:Y, E:Automatic__RightPupilNormPos:Point2D:X, E:Automatic__RightPupilNormPos:Point2D:Y, E:Automatic_LeftPupil:EyeOpeness, E:Automatic_RightPupil:EyeOpeness, GV:VRGV:Origin:Left:Point3D:X, GV:VRGV:Origin:Left:Point3D:Y, GV:VRGV:Origin:Left:Point3D:Z, GV:VRGV:Origin:Right:Point3D:X, GV:VRGV:Origin:Right:Point3D:Y, GV:VRGV:Origin:Right:Point3D:Z, GV:VRGV:NormDirection:Left:Point3D:X, GV:VRGV:NormDirection:Left:Point3D:Y, GV:VRGV:NormDirection:Left:Point3D:Z, GV:VRGV:NormDirection:Right:Point3D:X, GV:VRGV:NormDirection:Right:Point3D:Y, GV:VRGV:NormDirection:Right:Point3D:Z, GV:VRGV:FixPoint:Point3D:X, GV:VRGV:FixPoint:Point3D:Y, GV:VRGV:FixPoint:Point3D:Z, M:TargetPos:Point3D:X, M:TargetPos:Point3D:Y, M:TargetPos:Point3D:Z, O:HeadObj:Center:Point3D:X, O:HeadObj:Center:Point3D:Y, O:HeadObj:Center:Point3D:Z, O:HeadObj:Vertex1:Point3D:X, O:HeadObj:Vertex1:Point3D:Y, O:HeadObj:Vertex1:Point3D:Z, O:HeadObj:Vertex2:Point3D:X, O:HeadObj:Vertex2:Point3D:Y, O:HeadObj:Vertex2:Point3D:Z, O:HeadObj:Vertex3:Point3D:X, O:HeadObj:Vertex3:Point3D:Y, O:HeadObj:Vertex3:Point3D:Z, O:HeadObj:Vertex4:Point3D:X, O:HeadObj:Vertex4:Point3D:Y, O:HeadObj:Vertex4:Point3D:Z, O:HeadObj:Vertex5:Point3D:X, O:HeadObj:Vertex5:Point3D:Y, O:HeadObj:Vertex5:Point3D:Z, O:HeadObj:Vertex6:Point3D:X, O:HeadObj:Vertex6:Point3D:Y, O:HeadObj:Vertex6:Point3D:Z, O:HeadObj:Vertex7:Point3D:X, O:HeadObj:Vertex7:Point3D:Y, O:HeadObj:Vertex7:Point3D:Z, O:HeadObj:Vertex8:Point3D:X, O:HeadObj:Vertex8:Point3D:Y, O:HeadObj:Vertex8:Point3D:Z
2.545742, 547, 0.004557053, 0.004557053, 0.4871475, 0.6403386, 0.5077595, 0.660935, 1, 1, 0.03284784, -0.0004383698, -0.03692922, -0.03125646, -0.0002309418, -0.04015242, -0.05464172, 0.1550903, 0.9863739, 0.05958557, 0.0806427, 0.9949493, 0, 0, 0, -2.4731, 7.731715, -10.35826, -3.064655, 13.61957, -14.89151, -4.84254, 13.88045, -17.4714, -1.26373, 14.25741, -17.37127, -4.591271, 10.94529, -15.40218, -1.012461, 11.32225, -15.30205, -5.140845, 15.93051, -14.52721, -1.562035, 16.30746, -14.42708, -4.889576, 12.99535, -12.45798, -1.310767, 13.3723, -12.35785
2.568002, 548, 0.004559814, 0.004559814, 0.4879629, 0.63871, 0.5061631, 0.6613628, 1, 1, 0.0328822, -0.0004575653, -0.03682205, -0.03126572, -0.0001389618, -0.04034339, -0.06726074, 0.1631927, 0.9842834, 0.07168579, 0.07017517, 0.9949493, 0, 0, 0, -2.4736, 7.730805, -10.35693, -3.05215, 13.61008, -14.86852, -4.824192, 13.88381, -17.45162, -1.245098, 14.25539, -17.342, -4.581913, 10.94211, -15.39064, -1.002818, 11.31368, -15.28102, -5.126492, 15.92545, -14.50199, -1.547397, 16.29703, -14.39237, -4.884212, 12.98375, -12.44101, -1.305117, 13.35532, -12.33139
2.58936, 549, 0.004553192, 0.004553192, 0.4827647, 0.6300323, 0.5103934, 0.6692821, 1, 1, 0.03298224, -0.0002052155, -0.03683925, -0.03129632, 7.392883E-05, -0.04065227, -0.05758667, 0.1609344, 0.9852753, 0.05326843, -0.0009765625, 0.9985657, 0, 0, 0, -2.472828, 7.732346, -10.35694, -3.039687, 13.59794, -14.84742, -4.805619, 13.88811, -17.43134, -1.225623, 14.24821, -17.31322, -4.576672, 10.93898, -15.37946, -0.996675, 11.29908, -15.26135, -5.107626, 15.92108, -14.47569, -1.527629, 16.28118, -14.35758, -4.878678, 12.97194, -12.42382, -1.298681, 13.33205, -12.3057
2.610684, 550, -0.001, -0.001, 0.4790407, 0.6460561, 0.4958896, 0.7285838, 1, 1, 0.03297513, 0.0004756012, -0.03856204, -0.03030637, 0.01167969, -0.08093169, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.472029, 7.732388, -10.35587, -3.029279, 13.58698, -14.82733, -4.789675, 13.89986, -17.40991, -1.207667, 14.23785, -17.28754, -4.57984, 10.93874, -15.37331, -0.9978316, 11.27674, -15.25094, -5.081542, 15.91915, -14.44389, -1.499534, 16.25715, -14.32152, -4.871707, 12.95803, -12.40729, -1.289698, 13.29603, -12.28492
2.633114, 551, -0.001, -0.001, -1, -1, -1, -1, 1, 1, 0.0325235, -0.001038101, -0.03671158, -0.03030637, 0.01167969, -0.08093169, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.471551, 7.733576, -10.35618, -3.019258, 13.57708, -14.80578, -4.775828, 13.91138, -17.38943, -1.192088, 14.22893, -17.26303, -4.583766, 10.93901, -15.36752, -1.000027, 11.25655, -15.24113, -5.058532, 15.91742, -14.41354, -1.474792, 16.23496, -14.28714, -4.86647, 12.94504, -12.39163, -1.282731, 13.26259, -12.26524
2.656255, 552, -0.001, -0.001, 0.4807851, 0.6696087, -1, -1, 1, 1, 0.03300087, 0.004078659, -0.05108385, -0.03030637, 0.01167969, -0.08093169, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.472117, 7.73537, -10.35722, -3.012218, 13.56867, -14.77855, -4.760419, 13.91334, -17.37001, -1.175912, 14.21921, -17.23678, -4.581199, 10.93539, -15.35515, -0.9966913, 11.24126, -15.22191, -5.041824, 15.9129, -14.38965, -1.457317, 16.21877, -14.25641, -4.862603, 12.93495, -12.37478, -1.278096, 13.24082, -12.24155
2.680222, 553, -0.001, -0.001, 0.4801278, 0.6366574, -1, -1, 1, 1, 0.03301164, 0.0002428741, -0.03674608, -0.03030637, 0.01167969, -0.08093169, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.472833, 7.735809, -10.35645, -3.006292, 13.55793, -14.7485, -4.746621, 13.91294, -17.3463, -1.161982, 14.213, -17.20372, -4.576879, 10.93053, -15.3372, -0.9922404, 11.2306, -15.19463, -5.032197, 15.90674, -14.36247, -1.447557, 16.2068, -14.2199, -4.862455, 12.92433, -12.35338, -1.277816, 13.2244, -12.2108
2.702964, 554, 0.004324264, 0.004324264, 0.4810649, 0.6282946, 0.5012784, 0.6808118, 1, 1, 0.03297046, -4.212952E-05, -0.03678831, -0.03116933, 0.0001912537, -0.04055309, -0.04246521, 0.1270905, 0.9909668, 0.07391357, -0.09410095, 0.9928131, 0, 0, 0, -2.473047, 7.736228, -10.3563, -3.000549, 13.55001, -14.71841, -4.72662, 13.91664, -17.32373, -1.142025, 14.20715, -17.16159, -4.574618, 10.92594, -15.32557, -0.9900239, 11.21645, -15.16344, -5.02256, 15.8994, -14.33357, -1.437965, 16.18991, -14.17143, -4.870558, 12.9087, -12.33541, -1.285964, 13.19921, -12.17327
2.724776, 555, 0.004154449, 0.004154449, 0.4802069, 0.6382976, 0.4943722, 0.6719052, 1, 1, 0.03295306, -6.137085E-05, -0.0370616, -0.03116951, 0.0001549835, -0.04059715, -0.03337097, 0.08283997, 0.9960022, 0.1136932, -0.03608704, 0.9928589, 0, 0, 0, -2.472666, 7.735336, -10.35564, -2.992114, 13.54486, -14.68797, -4.703239, 13.92087, -17.30362, -1.11953, 14.20714, -17.11632, -4.567537, 10.92195, -15.31664, -0.9838276, 11.20822, -15.12934, -5.017269, 15.8918, -14.30748, -1.43356, 16.17806, -14.12018, -4.881567, 12.89288, -12.3205, -1.297858, 13.17914, -12.1332
2.745522, 556, 0.004247848, 0.004247848, 0.4799905, 0.6349902, 0.5034818, 0.6627128, 1, 1, 0.03295168, -0.0001444702, -0.03690318, -0.03116556, 0.0003115082, -0.04116638, -0.03143311, 0.1142731, 0.9929504, 0.06729126, 0.01608276, 0.9975891, 0, 0, 0, -2.472733, 7.733841, -10.35696, -2.982533, 13.53917, -14.65804, -4.675377, 13.9211, -17.2851, -1.0933, 14.20831, -17.07006, -4.553482, 10.91761, -15.30416, -0.971405, 11.20481, -15.08912, -5.012823, 15.88491, -14.28683, -1.430747, 16.17211, -14.07179, -4.890928, 12.88141, -12.30589, -1.308851, 13.16861, -12.09085
2.766802, 557, 0.004480316, 0.004480316, 0.4847718, 0.6334722, 0.5095451, 0.6690751, 1, 1, 0.0328737, -0.0002041778, -0.036947, -0.03124345, 9.703064E-05, -0.04072177, -0.04533386, 0.1443634, 0.9884796, 0.04725647, -0.0004882813, 0.9988708, 0, 0, 0, -2.472558, 7.734104, -10.35807, -2.974316, 13.52996, -14.63253, -4.652971, 13.91102, -17.26406, -1.072739, 14.20644, -17.03026, -4.534644, 10.90823, -15.28183, -0.9544117, 11.20365, -15.04803, -5.010653, 15.87468, -14.26805, -1.430421, 16.17011, -14.03425, -4.892326, 12.87189, -12.28582, -1.312094, 13.16732, -12.05202
2.790097, 558, 0.00433931, 0.00433931, 0.4847108, 0.6351748, 0.5067909, 0.6587788, 1, 1, 0.03284311, -0.0002106171, -0.03703302, -0.03125114, 0.0001804047, -0.0411985, -0.03752136, 0.138443, 0.9896545, 0.06936646, 0.06863403, 0.995224, 0, 0, 0, -2.473909, 7.731473, -10.35802, -2.966851, 13.51864, -14.60965, -4.638089, 13.90484, -17.24238, -1.058619, 14.20157, -16.99876, -4.52357, 10.89922, -15.26422, -0.9440998, 11.19595, -15.02059, -5.004533, 15.86398, -14.24446, -1.425063, 16.1607, -14.00084, -4.890014, 12.85836, -12.2663, -1.310543, 13.15508, -12.02268
2.811367, 559, 0.004458588, 0.004458588, 0.4848726, 0.6379347, 0.506225, 0.662521, 1, 1, 0.0329167, -0.0003653564, -0.03692281, -0.03119142, 4.071045E-05, -0.04095067, -0.05555725, 0.1515198, 0.9868774, 0.05874634, 0.06239319, 0.9963074, 0, 0, 0, -2.474029, 7.733114, -10.35751, -2.959822, 13.50673, -14.58659, -4.624723, 13.89579, -17.22293, -1.045879, 14.19297, -16.97083, -4.514136, 10.88822, -15.2475, -0.9352911, 11.1854, -14.99539, -4.998411, 15.85187, -14.22391, -1.419566, 16.14905, -13.97181, -4.887823, 12.84431, -12.24848, -1.308978, 13.14149, -11.99638
2.835362, 560, 0.004541214, 0.004541214, 0.4829294, 0.6401536, 0.5052167, 0.6651793, 1, 1, 0.03295602, -0.0003610229, -0.03700095, -0.03115115, -1.24054E-05, -0.04080679, -0.05316162, 0.1426392, 0.9883423, 0.05348206, 0.04933167, 0.997345, 0, 0, 0, -2.473525, 7.730169, -10.35609, -3.603881, 13.24812, -15.02892, -4.615683, 13.88593, -17.20084, -1.036812, 14.18064, -16.94622, -4.508423, 10.87758, -15.22643, -0.9295526, 11.17229, -14.97181, -4.990091, 15.84117, -14.20136, -1.411221, 16.13588, -13.94674, -4.882832, 12.83281, -12.22695, -1.303962, 13.12752, -11.97233
2.856743, 561, 0.004462265, 0.004462265, 0.4836493, 0.6354381, 0.5037074, 0.6622535, 1, 1, 0.03296004, -0.0002890015, -0.03703858, -0.0311217, 9.361267E-05, -0.0411067, -0.05848694, 0.1574554, 0.9857788, 0.05845642, 0.06178284, 0.9963684, 0, 0, 0, -2.474342, 7.731014, -10.35562, -3.219829, 13.23959, -14.84025, -5.096702, 13.46375, -17.75747, -1.565242, 13.96947, -17.27472, -4.957399, 10.51884, -15.69153, -1.42594, 11.02456, -15.20878, -5.781822, 15.47168, -14.84907, -2.250363, 15.97739, -14.36632, -5.642519, 12.52677, -12.78313, -2.111061, 13.03249, -12.30037
2.877802, 562, 0.004468002, 0.004468002, 0.4846735, 0.6272557, 0.5019213, 0.6705647, 1, 1, 0.03286295, -0.0001273651, -0.03696166, -0.03122183, 0.0001086426, -0.04063475, -0.04238892, 0.1672363, 0.9850006, 0.08343506, -0.0168457, 0.9963684, 0, 0, 0, -2.473523, 7.732748, -10.35706, -3.087968, 13.24197, -14.73281, -4.696806, 13.54488, -17.56887, -1.158001, 13.96918, -17.06209, -4.624653, 10.55312, -15.56782, -1.085848, 10.97743, -15.06104, -5.35381, 15.50175, -14.61946, -1.815005, 15.92606, -14.11269, -5.281657, 12.51, -12.61841, -1.742852, 12.93431, -12.11164
2.899615, 563, 0.00449646, 0.00449646, 0.4853851, 0.6255466, 0.506098, 0.6595337, 1, 1, 0.03283223, -6.939697E-05, -0.03694071, -0.03126376, 0.0001311188, -0.0405343, -0.03988647, 0.1637115, 0.9856873, 0.07095337, 0.03407288, 0.9968872, 0, 0, 0, -2.47117, 7.733848, -10.35836, -2.988644, 13.30693, -14.56138, -4.577552, 13.57599, -17.45119, -1.034695, 13.98304, -16.95877, -4.506347, 10.56697, -15.47616, -0.9634897, 10.97402, -14.98374, -5.212446, 15.50993, -14.48188, -1.669588, 15.91697, -13.98946, -5.141241, 12.50091, -12.50685, -1.598383, 12.90795, -12.01444
2.921806, 564, 0.004481125, 0.004481125, 0.4851347, 0.6222351, 0.5079749, 0.6650462, 1, 1, 0.03282281, 3.973389E-05, -0.0369519, -0.03128322, 0.0001235809, -0.04040797, -0.03614807, 0.1599884, 0.9864502, 0.06259155, -0.002731323, 0.9980316, 0, 0, 0, -2.470748, 7.733147, -10.35691, -2.956995, 13.33338, -14.47618, -4.497173, 13.69617, -17.2619, -0.9469405, 14.06427, -16.79249, -4.436874, 10.65638, -15.33419, -0.8866417, 11.02449, -14.86478, -5.090647, 15.58937, -14.25797, -1.540414, 15.95747, -13.78856, -5.030348, 12.54958, -12.33026, -1.480116, 12.91769, -11.86085
2.944081, 565, 0.004398514, 0.004398514, 0.4868186, 0.6215985, 0.5065706, 0.6586799, 1, 1, 0.03282024, 3.007507E-05, -0.03696097, -0.03128087, 0.0002078857, -0.04063879, -0.0458374, 0.1657715, 0.9850922, 0.07208252, 0.02885437, 0.9969788, 0, 0, 0, -2.471978, 7.733852, -10.35578, -2.924652, 13.36717, -14.37936, -4.479152, 13.73574, -17.16711, -0.9264553, 14.1006, -16.7141, -4.409986, 10.68692, -15.25403, -0.8572891, 11.05178, -14.80101, -5.056702, 15.61499, -14.15134, -1.504005, 15.97985, -13.69832, -4.987535, 12.56616, -12.23826, -1.434839, 12.93102, -11.78524
2.966478, 566, 0.004426331, 0.004426331, 0.4882555, 0.6212643, 0.5065706, 0.6579295, 1, 1, 0.03283672, 1.385498E-05, -0.03696861, -0.0312795, 0.0003009186, -0.04086438, -0.05892944, 0.1727142, 0.9832001, 0.07316589, 0.02700806, 0.9969482, 0, 0, 0, -2.472305, 7.733981, -10.35581, -2.923468, 13.38816, -14.31938, -4.463035, 13.77437, -17.06032, -0.9086142, 14.14568, -16.62647, -4.376273, 10.71989, -15.157, -0.8218524, 11.0912, -14.72315, -5.027452, 15.64314, -14.03556, -1.473032, 16.01445, -13.60171, -4.94069, 12.58866, -12.13224, -1.38627, 12.95997, -11.69839
2.991547, 567, 0.004349686, 0.004349686, 0.4844533, 0.6279334, 0.5030439, 0.6618483, 1, 1, 0.03288893, -0.000167511, -0.03694452, -0.03120827, 0.0001446533, -0.04079391, -0.04620361, 0.1693878, 0.9844513, 0.07765198, 0.03378296, 0.9963989, 0, 0, 0, -2.471962, 7.734568, -10.35609, -2.934329, 13.39841, -14.26813, -4.471498, 13.79284, -16.99517, -0.9179189, 14.18227, -16.57042, -4.363055, 10.73481, -15.09868, -0.8094757, 11.12424, -14.67392, -5.03746, 15.65208, -13.96484, -1.48388, 16.04151, -13.54008, -4.929017, 12.59405, -12.06835, -1.375437, 12.98348, -11.64359
3.013946, 568, 0.004402634, 0.004402634, 0.4839146, 0.6325492, 0.5012475, 0.6601007, 1, 1, 0.03290825, -0.0002087708, -0.03702065, -0.03117177, 5.32074E-05, -0.04075609, -0.0478363, 0.1550751, 0.9867401, 0.07958984, 0.06048584, 0.9949799, 0, 0, 0, -2.473045, 7.733675, -10.35538, -2.973242, 13.39264, -14.234, -4.497094, 13.81571, -16.9334, -0.9429353, 14.21561, -16.52347, -4.367824, 10.74509, -15.05868, -0.8136659, 11.14499, -14.64875, -5.054991, 15.65184, -13.88751, -1.500833, 16.05174, -13.47759, -4.925722, 12.58121, -12.0128, -1.371564, 12.98112, -11.60287
3.034588, 569, 0.004503693, 0.004503693, 0.4850726, 0.6315667, 0.5059872, 0.6607663, 1, 1, 0.03291641, -0.0002828369, -0.03695943, -0.03118881, -5.134583E-05, -0.04051695, -0.05735779, 0.1764221, 0.9826355, 0.05577087, 0.06481934, 0.9963226, 0, 0, 0, -2.473528, 7.733634, -10.35656, -2.994327, 13.39247, -14.21422, -4.556815, 13.82516, -16.88451, -1.000085, 14.22665, -16.49919, -4.409714, 10.74273, -15.03059, -0.8529841, 11.14422, -14.64526, -5.0935, 15.64105, -13.82273, -1.53677, 16.04254, -13.4374, -4.9464, 12.55863, -11.96881, -1.389669, 12.96012, -11.58348
3.055719, 570, 0.004570221, 0.004570221, 0.4856504, 0.6313891, 0.5059564, 0.6559348, 1, 1, 0.03290399, -0.0002517242, -0.03695293, -0.03119379, 7.015991E-05, -0.04072804, -0.0585022, 0.1708374, 0.983551, 0.05848694, 0.07907104, 0.9951477, 0, 0, 0, -2.474099, 7.731492, -10.3561, -3.020661, 13.38737, -14.16947, -4.585839, 13.82795, -16.85949, -1.02797, 14.22903, -16.48438, -4.433174, 10.74345, -15.00948, -0.8753057, 11.14453, -14.63437, -5.113348, 15.64041, -13.79408, -1.55548, 16.04149, -13.41897, -4.960683, 12.55591, -11.94407, -1.402815, 12.95699, -11.56896
3.076636, 571, 0.004529068, 0.004529068, 0.4848393, 0.6307071, 0.5036333, 0.6587145, 1, 1, 0.03289563, -0.0002223511, -0.03696306, -0.03120119, 8.177185E-05, -0.04074266, -0.05126953, 0.1683502, 0.9843903, 0.07304382, 0.0617218, 0.9954071, 0, 0, 0, -2.473252, 7.732599, -10.35621, -3.030549, 13.38904, -14.14862, -4.621862, 13.82934, -16.8078, -1.063595, 14.23637, -16.44303, -4.456712, 10.73834, -14.96975, -0.8984441, 11.14537, -14.60497, -5.142879, 15.62936, -13.73396, -1.584611, 16.03639, -13.36919, -4.977728, 12.53836, -11.89591, -1.419461, 12.94539, -11.53113
3.097754, 572, 0.004531082, 0.004531082, 0.4849017, 0.6305746, 0.5028821, 0.6590573, 1, 1, 0.03289101, -0.0002104034, -0.03696953, -0.03120345, 2.243042E-06, -0.04056481, -0.05062866, 0.1668243, 0.9846802, 0.07659912, 0.0657959, 0.994873, 0, 0, 0, -2.475658, 7.734153, -10.35719, -3.056932, 13.37499, -14.14464, -4.636828, 13.8323, -16.78366, -1.078393, 14.24292, -16.42458, -4.465003, 10.73934, -14.94952, -0.9065684, 11.14996, -14.59044, -5.154531, 15.62813, -13.70681, -1.596095, 16.03875, -13.34773, -4.982705, 12.53517, -11.87267, -1.42427, 12.94578, -11.51359
3.119152, 573, 0.004532028, 0.004532028, 0.4848537, 0.6302292, 0.5013079, 0.6599454, 1, 1, 0.03289394, -0.0002045593, -0.03697066, -0.03117239, -7.324219E-06, -0.04070514, -0.05102539, 0.1677856, 0.9844971, 0.08045959, 0.07164001, 0.9941711, 0, 0, 0, -2.47444, 7.7344, -10.35667, -3.092127, 13.36181, -14.11403, -4.672447, 13.82096, -16.77356, -1.113276, 14.23478, -16.42564, -4.491219, 10.72511, -14.94521, -0.9320478, 11.13893, -14.59729, -5.181817, 15.61106, -13.69199, -1.622646, 16.02488, -13.34407, -5.000589, 12.5152, -11.86364, -1.441418, 12.92903, -11.51572
3.144541, 574, 0.00446051, 0.00446051, 0.4846832, 0.628391, 0.5028762, 0.6628841, 1, 1, 0.03287296, -0.0001438751, -0.03697824, -0.03119791, -2.244568E-05, -0.04045545, -0.04476929, 0.1647797, 0.9853058, 0.0740509, 0.04269409, 0.9963379, 0, 0, 0, -2.474381, 7.734379, -10.35765, -3.123842, 13.35299, -14.07869, -4.731492, 13.82132, -16.7258, -1.169608, 14.23569, -16.40755, -4.531826, 10.71543, -14.91649, -0.9699415, 11.1298, -14.59825, -5.214312, 15.59382, -13.62981, -1.652428, 16.00819, -13.31156, -5.014646, 12.48793, -11.82051, -1.452762, 12.9023, -11.50226
3.166038, 575, 0.004532288, 0.004532288, 0.4899698, 0.6273777, 0.5049424, 0.6616258, 1, 1, 0.0328192, -0.0001317749, -0.03698796, -0.0312565, -5.340576E-07, -0.04045914, -0.06634521, 0.1702881, 0.9831543, 0.07536316, 0.04560852, 0.996109, 0, 0, 0, -2.473261, 7.734951, -10.35933, -3.151465, 13.3526, -14.03792, -4.7847, 13.82417, -16.67475, -1.220322, 14.23731, -16.38403, -4.570052, 10.71017, -14.88117, -1.005674, 11.12331, -14.59045, -5.24201, 15.58267, -13.56693, -1.677631, 15.99581, -13.27621, -5.027361, 12.46867, -11.77335, -1.462983, 12.88181, -11.48263
3.186962, 576, 0.00441507, 0.00441507, 0.4915484, 0.6277518, 0.5104243, 0.6758225, 1, 1, 0.03276045, -0.0001682587, -0.03700705, -0.03130597, -5.548096E-05, -0.04054849, -0.06219482, 0.1758423, 0.9824371, 0.05212402, -0.01646423, 0.9984894, 0, 0, 0, -2.470982, 7.733599, -10.35616, -3.175932, 13.34904, -14.00048, -4.827908, 13.82903, -16.62298, -1.262003, 14.24278, -16.35254, -4.601528, 10.71108, -14.83772, -1.035623, 11.12483, -14.56729, -5.267308, 15.58037, -13.50854, -1.701403, 15.99412, -13.23811, -5.040927, 12.46242, -11.72328, -1.475023, 12.87617, -11.45285
3.207911, 577, 0.00460347, 0.00460347, 0.490901, 0.631368, 0.5093995, 0.6602154, 1, 1, 0.03272893, -0.000252121, -0.03701665, -0.03131674, -1.10321E-05, -0.04072405, -0.05189514, 0.1756897, 0.9830627, 0.06590271, 0.07255554, 0.9951782, 0, 0, 0, -2.472474, 7.734838, -10.35418, -3.214469, 13.33988, -13.98503, -4.874324, 13.83439, -16.56951, -1.306608, 14.24999, -16.32726, -4.630552, 10.70954, -14.79866, -1.062836, 11.12514, -14.55642, -5.289029, 15.57295, -13.44454, -1.721313, 15.98855, -13.20229, -5.045257, 12.4481, -11.67369, -1.477541, 12.8637, -11.43145
3.230061, 578, 0.004581436, 0.004581436, 0.490898, 0.6313164, 0.5121548, 0.6652075, 1, 1, 0.03274107, -0.0002528381, -0.03702158, -0.03130972, -5.006409E-05, -0.04056741, -0.05458069, 0.1762085, 0.9828339, 0.04652405, 0.04286194, 0.9979858, 0, 0, 0, -2.472192, 7.733486, -10.35464, -3.24085, 13.32928, -13.96061, -4.940536, 13.82884, -16.53485, -1.371034, 14.24883, -16.32929, -4.673824, 10.70022, -14.77399, -1.104322, 11.12022, -14.56843, -5.324616, 15.55955, -13.40163, -1.755114, 15.97955, -13.19606, -5.057904, 12.43094, -11.64077, -1.488402, 12.85093, -11.4352
3.250815, 579, 0.00465213, 0.00465213, 0.49121, 0.6319247, 0.5076641, 0.6631461, 1, 1, 0.03275354, -0.0002571869, -0.03702565, -0.03129263, -5.609131E-05, -0.04055498, -0.05984497, 0.1746826, 0.9827881, 0.0684967, 0.05485535, 0.9961395, 0, 0, 0, -2.473821, 7.734728, -10.35585, -3.250956, 13.3286, -13.9455, -4.995882, 13.82026, -16.49019, -1.424739, 14.24371, -16.32399, -4.706208, 10.68927, -14.73719, -1.135066, 11.11273, -14.57098, -5.346635, 15.54583, -13.35023, -1.775492, 15.96929, -13.18402, -5.056962, 12.41485, -11.59723, -1.485819, 12.8383, -11.43102
3.272464, 580, 0.004523209, 0.004523209, 0.4883238, 0.634241, 0.5045523, 0.6564792, 1, 1, 0.03274642, -0.000377533, -0.03703943, -0.03126459, 1.889038E-05, -0.04101969, -0.03924561, 0.1868896, 0.9815826, 0.08430481, 0.1053162, 0.9908447, 0, 0, 0, -2.472047, 7.73549, -10.35713, -3.270726, 13.3179, -13.92446, -5.017578, 13.82291, -16.46635, -1.445517, 14.24469, -16.3164, -4.721056, 10.69001, -14.71793, -1.148994, 11.11178, -14.56798, -5.352917, 15.54541, -13.32302, -1.780856, 15.96719, -13.17307, -5.056395, 12.41251, -11.5746, -1.484333, 12.83428, -11.42465
3.296311, 581, 0.004519562, 0.004519562, 0.4888108, 0.6348402, 0.5050453, 0.6574325, 1, 1, 0.03273297, -0.0003627319, -0.03703145, -0.03127629, 1.074219E-05, -0.04088885, -0.03913879, 0.1789551, 0.9830627, 0.08323669, 0.09368896, 0.9921112, 0, 0, 0, -2.471188, 7.734495, -10.35656, -3.287372, 13.31172, -13.90281, -5.066151, 13.82314, -16.4227, -1.491569, 14.2362, -16.3143, -4.756158, 10.68484, -14.68634, -1.181577, 11.09789, -14.57794, -5.359876, 15.53791, -13.27098, -1.785294, 15.95097, -13.16258, -5.049883, 12.3996, -11.53462, -1.475302, 12.81266, -11.42622
3.317819, 582, 0.004508957, 0.004508957, 0.4861205, 0.6318856, 0.5058722, 0.6592225, 1, 1, 0.03276909, -0.0002911529, -0.03702328, -0.03125301, 6.419372E-05, -0.04060216, -0.03041077, 0.180481, 0.9830933, 0.06980896, 0.05392456, 0.9960938, 0, 0, 0, -2.473119, 7.732276, -10.35691, -3.291668, 13.31187, -13.87727, -5.114723, 13.82802, -16.37551, -1.537699, 14.22949, -16.31452, -4.791381, 10.68503, -14.6501, -1.214357, 11.0865, -14.58911, -5.360386, 15.53694, -13.21651, -1.783362, 15.93841, -13.15553, -5.037044, 12.39394, -11.4911, -1.46002, 12.79542, -11.43012
3.338924, 583, 0.004478775, 0.004478775, 0.4835111, 0.6290259, 0.5035211, 0.6609135, 1, 1, 0.03279613, -0.0002506409, -0.03703409, -0.03122995, 4.029846E-05, -0.04053937, -0.02009583, 0.189682, 0.9816284, 0.07853699, 0.0458374, 0.9958496, 0, 0, 0, -2.473681, 7.733962, -10.35705, -3.306631, 13.3111, -13.85528, -5.147296, 13.83276, -16.32785, -1.569246, 14.22923, -16.30867, -4.808038, 10.68789, -14.60894, -1.229987, 11.08435, -14.58976, -5.353349, 15.53939, -13.16478, -1.775298, 15.93585, -13.14561, -5.014091, 12.39451, -11.44587, -1.43604, 12.79098, -11.4267
3.35994, 584, 0.004444534, 0.004444534, 0.4845457, 0.6325712, 0.5041893, 0.6649713, 1, 1, 0.03282195, -0.0002078247, -0.03701164, -0.03122003, 8.102417E-06, -0.04049699, -0.03213501, 0.1546936, 0.9874268, 0.07154846, 0.02719116, 0.9970551, 0, 0, 0, -2.473478, 7.73511, -10.35583, -3.318584, 13.30642, -13.82972, -5.179072, 13.83492, -16.29241, -1.600988, 14.23152, -16.29733, -4.8279, 10.68795, -14.57973, -1.249816, 11.08455, -14.58465, -5.363446, 15.53765, -13.12591, -1.785362, 15.93425, -13.13084, -5.012274, 12.39069, -11.41323, -1.43419, 12.78729, -11.41816
3.380663, 585, 0.004425278, 0.004425278, 0.4846387, 0.628176, 0.5041893, 0.6656345, 1, 1, 0.03279312, -0.0001896668, -0.03702379, -0.03122119, -2.536011E-05, -0.04044922, -0.02618408, 0.1792908, 0.9834442, 0.07167053, 0.02764893, 0.9970398, 0, 0, 0, -2.473744, 7.734911, -10.35657, -3.32741, 13.29494, -13.80711, -5.20662, 13.83735, -16.25324, -1.628137, 14.22935, -16.28137, -4.848078, 10.68663, -14.549, -1.269595, 11.07864, -14.57713, -5.367573, 15.53421, -13.08232, -1.78909, 15.92621, -13.11045, -5.009031, 12.3835, -11.37807, -1.430548, 12.7755, -11.4062
